Universitas,Prodi,Rank,text
stkip widyaswara indonesia,pendidikan guru sekolah dasar,999.0,pendidikan guru sekolah dasar
universitas bakti indonesia,pendidikan guru pendidikan anak usia dini,999.0,pendidikan guru pendidikan anak usia dini
stmik hasan sulur wonomulyo,sistem informasi,999.0,sistem informasi
sekolah tinggi ilmu sosial dan ilmu politik bekasi,ilmu administrasi niaga,999.0,ilmu administrasi niaga
universitas prasetiya mulya,rekayasa sistem komputer,999.0,rekayasa sistem komputer
universitas muhammadiyah makassar,bimbingan dan konseling pendidikan islam,999.0,bimbingan dan konseling pendidikan islam
universitas islam negeri arraniry banda aceh,ilmu hukum,999.0,ilmu hukum
universitas nuku,ilmu kelautan,999.0,ilmu kelautan
akademi pariwisata ulcla,perhotelan,999.0,perhotelan
universitas prof dr hazairin sh,bimbingan dan konseling,999.0,bimbingan dan konseling
politeknik harapan bersama,desain komunikasi visual,999.0,desain komunikasi visual
universitas sumatera utara,bahasa mandarin,14.0,bahasa mandarin
universitas padjadjaran,ekonomi islam,7.0,ekonomi islam
universitas dharma andalas,akuntansi,999.0,akuntansi
universitas swiss german,akuntansi,999.0,akuntansi
universitas ichsan gorontalo,agribisnis,999.0,agribisnis
sekolah tinggi ilmu ekonomi cirebon,akuntansi,999.0,akuntansi
universitas satya wiyata mandala,ilmu administrasi bisnis,999.0,ilmu administrasi bisnis
universitas jenderal soedirman,akuakultur,999.0,akuakultur
institut pendidikan dan bahasa invada,sastra jepang,999.0,sastra jepang
institut pendidikan dan bahasa invada,sastra inggris,999.0,sastra inggris
institut pendidikan dan bahasa invada,pendidikan teknik informatika dan komputer,999.0,pendidikan teknik informatika dan komputer
institut pendidikan dan bahasa invada,pendidikan bahasa inggris,999.0,pendidikan bahasa inggris
institut pendidikan dan bahasa invada,pendidikan guru sekolah dasar,999.0,pendidikan guru sekolah dasar
universitas mulawarman,ekonomi syariah,999.0,ekonomi syariah
politeknik gajah sakti,teknik otomotif,999.0,teknik otomotif
stai tasikmalaya,pendidikan islam anak usia dini,999.0,pendidikan islam anak usia dini
sekolah tinggi ilmu ekonomi tamansiswa,manajemen,999.0,manajemen
universitas indonesia,periklanan kreatif,1.0,periklanan kreatif
universitas singaperbangsa karawang,sistem informasi,999.0,sistem informasi
institut kesehatan indonesia,psikologi,999.0,psikologi
universitas quality berastagi,manajemen,999.0,manajemen
sekolah tinggi ilmu ekonomi artha bodhi iswara,manajemen,999.0,manajemen
universitas pendidikan indonesia,pendidikan teknik otomotif,17.0,pendidikan teknik otomotif
universitas prasetiya mulya,rekayasa perangkat lunak,999.0,rekayasa perangkat lunak
stai putra galuh ciamis,pendidikan islam anak usia dini,999.0,pendidikan islam anak usia dini
sekolah tinggi keguruan dan ilmu pendidikan amal bakti,pendidikan guru sekolah dasar,999.0,pendidikan guru sekolah dasar
institut agama islam tebo,ekonomi syariah,999.0,ekonomi syariah
institut agama islam tebo,akuntansi syariah,999.0,akuntansi syariah
iain langsa,manajemen keuangan syariah,999.0,manajemen keuangan syariah
stt ekumene jakarta,teologi,999.0,teologi
universitas kristen petra,pendidikan guru pendidikan anak usia dini,26.0,pendidikan guru pendidikan anak usia dini
sekolah tinggi agama islam khozinatul ulum,ilmu hadits,999.0,ilmu hadits
stkip soe,pendidikan guru sekolah dasar,999.0,pendidikan guru sekolah dasar
politeknik elektronika negeri surabaya,teknologi multimedia broadcasting,999.0,teknologi multimedia broadcasting
universitas madako tolitoli,pendidikan bahasa indonesia,999.0,pendidikan bahasa indonesia
universitas negeri surabaya,sistem informasi,999.0,sistem informasi
universitas papua,sastra indonesia,999.0,sastra indonesia
universitas haji sumatera utara,manajemen,999.0,manajemen
universitas oso,ilmu kelautan,999.0,ilmu kelautan
sekolah tinggi pariwisata soromandi bima,pariwisata,999.0,pariwisata
universitas islam malang,agribisnis,999.0,agribisnis
universitas islam malang,agroteknologi,999.0,agroteknologi
universitas islam malang,peternakan,999.0,peternakan
universitas pembangunan nasional veteran jawa timur,ilmu komunikasi,999.0,ilmu komunikasi
universitas dian nuswantoro,teknik elektro,999.0,teknik elektro
universitas muhammadiyah kendari,teknik sipil,999.0,teknik sipil
sekolah tinggi manajemen asuransi trisakti,aktuaria,999.0,aktuaria
universitas yudharta pasuruan,teknik mesin,999.0,teknik mesin
universitas kahuripan kediri,pendidikan jasmani,999.0,pendidikan jasmani
universitas kristen wira wacana sumba,pendidikan matematika,999.0,pendidikan matematika
politeknik negeri media kreatif,desain mode,999.0,desain mode
sekolah tinggi ilmu ekonomi prabumulih,akuntansi,999.0,akuntansi
universitas dian nuswantoro,teknik informatika,999.0,teknik informatika
institut teknologi dan bisnis adias,manajemen,999.0,manajemen
politeknik negeri banjarmasin,teknik informatika,999.0,teknik informatika
universitas merdeka madiun,manajemen informatika,999.0,manajemen informatika
institut teknologi bandung,farmasi klinik dan komunitas,3.0,farmasi klinik dan komunitas
institut teknologi bisnis dan kesehatan bhakti putra bangsa indonesia,kebidanan,999.0,kebidanan
politeknik tedc bandung,rekam medik dan informasi kesehatan,999.0,rekam medik dan informasi kesehatan
sekolah tinggi ilmu kesehatan alinsyirah pekanbaru,kebidanan,999.0,kebidanan
sekolah tinggi ilmu kesehatan eka harap,kebidanan,999.0,kebidanan
sekolah tinggi ilmu kesehatan flora,ilmu keperawatan,999.0,ilmu keperawatan
sekolah tinggi ilmu kesehatan medika nurul islam,ilmu keperawatan,999.0,ilmu keperawatan
sekolah tinggi ilmu kesehatan muhammadiyah cirebon,kebidanan,999.0,kebidanan
sekolah tinggi ilmu kesehatan putra abadi langkat,keperawatan,999.0,keperawatan
sekolah tinggi ilmu kesehatan siti hajar,fisioterapi,999.0,fisioterapi
stikes pelita ibu,farmasi,999.0,farmasi
universitas harapan bangsa,farmasi,999.0,farmasi
universitas andalas,kedokteran,24.0,kedokteran
universitas audi indonesia,kebidanan,999.0,kebidanan
universitas awal bros,ilmu keperawatan,999.0,ilmu keperawatan
universitas halu oleo,kedokteran,999.0,kedokteran
universitas khairun,farmasi,999.0,farmasi
universitas mahasaraswati denpasar,farmasi,999.0,farmasi
universitas malahayati,pendidikan dokter,999.0,pendidikan dokter
universitas muhammadiyah sukabumi,keperawatan,999.0,keperawatan
universitas muslim indonesia,ilmu keperawatan,999.0,ilmu keperawatan
universitas pattimura,kedokteran,999.0,kedokteran
universitas setia budi,farmasi,999.0,farmasi
universitas surabaya,farmasi,999.0,farmasi
universitas syiah kuala,kedokteran gigi,23.0,kedokteran gigi
universitas syiah kuala,pendidikan dokter,23.0,pendidikan dokter
universitas triatma mulya,kebidanan k jembrana,999.0,kebidanan k jembrana
universitas puangrimaggalatung,administrasi pendidikan,999.0,administrasi pendidikan
universitas puangrimaggalatung,administrasi publik,999.0,administrasi publik
universitas tribuana kalabahi,teknik informatika,999.0,teknik informatika
universitas sari putra indonesia tomohon,agribisnis,999.0,agribisnis
politeknik negeri pontianak,teknologi pengolahan hasil perkebunan,999.0,teknologi pengolahan hasil perkebunan
institut agama islam tebo,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
universitas hasanuddin,kehutanan,11.0,kehutanan
universitas alazhar indonesia,biologi,999.0,biologi
politeknik penerbangan palembang,teknologi rekayasa bandar udara,999.0,teknologi rekayasa bandar udara
universitas islam negeri sultan syarif kasim riau,bimbingan dan konseling pendidikan islam,999.0,bimbingan dan konseling pendidikan islam
universitas islam negeri syarif hidayatullah,matematika,999.0,matematika
universitas islam negeri sunan kalijaga,pendidikan matematika,999.0,pendidikan matematika
politeknik penerbangan medan,teknologi pemeliharaan pesawat udara,999.0,teknologi pemeliharaan pesawat udara
universitas nahdlatul ulama indonesia,sejarah peradaban islam,999.0,sejarah peradaban islam
sekolah tinggi agama islam negeri mandailing natal,hukum keluarga islam,999.0,hukum keluarga islam
universitas muhammadiyah sidenreng rappang,bisnis digital,999.0,bisnis digital
sekolah tinggi ekonomi bisnis islam syariah bina mandiri cileungsu bogor,manajemen bisnis syariah,999.0,manajemen bisnis syariah
sekolah tinggi agama islam negeri sultan abdurrahman kepulauan riau,pendidikan islam anak usia dini,999.0,pendidikan islam anak usia dini
stis alhilal sigli kab pidie,hukum keluarga islam,999.0,hukum keluarga islam
institut bisnis dan informatika kesatuan,sistem informasi,999.0,sistem informasi
stai serdang lubuk pakam,pendidikan agama islam,999.0,pendidikan agama islam
institut agama islam cirebon,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
universitas bina insani,rekayasa perangkat lunak,999.0,rekayasa perangkat lunak
politeknik elektronika negeri surabaya,teknik informatika,999.0,teknik informatika
stai walisembilan semarang,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
stkip agama hindu singaraja,penerangan agama hindu,999.0,penerangan agama hindu
universitas muhammadiyah tangerang,transportasi,999.0,transportasi
politeknik tri mitra karya mandiri,administrasi bisnis,999.0,administrasi bisnis
universitas nahdlatul ulama cirebon,budidaya perikanan,999.0,budidaya perikanan
stkip modern ngawi,pendidikan jasmani kesehatan dan rekreasi,999.0,pendidikan jasmani kesehatan dan rekreasi
sekolah tinggi teknologi migas,geologi,999.0,geologi
universitas batam,psikologi,999.0,psikologi
institut informatika dan bisnis darmajaya,akuntansi,999.0,akuntansi
sekolah tinggi ilmu hukum sunan giri,ilmu hukum,999.0,ilmu hukum
universitas islam kebangsaan indonesia,hukum,999.0,hukum
universitas muhammadiyah klaten,kebidanan,999.0,kebidanan
universitas hasanuddin,teknik perkapalan,11.0,teknik perkapalan
universitas syiah kuala,teknik industri,23.0,teknik industri
universitas syiah kuala,teknik pertambangan,23.0,teknik pertambangan
universitas brawijaya,teknik bioproses,9.0,teknik bioproses
universitas jambi,teknik geologi,999.0,teknik geologi
universitas jambi,teknik pertambangan,999.0,teknik pertambangan
universitas pattimura,teknik geofisika,999.0,teknik geofisika
universitas jenderal soedirman,teknik industri,999.0,teknik industri
universitas sebelas maret,teknik elektro,13.0,teknik elektro
universitas halu oleo,teknik mesin,999.0,teknik mesin
universitas bangka belitung,teknik pertambangan,999.0,teknik pertambangan
universitas pembangunan nasional veteran jawa timur,teknik lingkungan,999.0,teknik lingkungan
institut teknologi sepuluh nopember,teknik biomedik teknik biomedis,6.0,teknik biomedik teknik biomedis
institut teknologi sepuluh nopember,teknik elektro,6.0,teknik elektro
politeknik negeri jakarta,teknik listrik,999.0,teknik listrik
politeknik negeri bandung,teknik aeronautika,999.0,teknik aeronautika
politeknik negeri bandung,teknik elektronika,999.0,teknik elektronika
politeknik negeri bandung,teknik kimia produksi bersih,999.0,teknik kimia produksi bersih
politeknik negeri bandung,teknik perancangan dan konstruksi mesin,999.0,teknik perancangan dan konstruksi mesin
politeknik negeri bandung,teknik perancangan jalan dan jembatan,999.0,teknik perancangan jalan dan jembatan
politeknik negeri bandung,teknik perawatan dan perbaikan gedung,999.0,teknik perawatan dan perbaikan gedung
politeknik perkapalan negeri surabaya,teknik bangunan kapal,999.0,teknik bangunan kapal
politeknik perkapalan negeri surabaya,teknik desain dan manufaktur,999.0,teknik desain dan manufaktur
politeknik perkapalan negeri surabaya,teknik kelistrikan kapal,999.0,teknik kelistrikan kapal
politeknik perkapalan negeri surabaya,teknik otomasi,999.0,teknik otomasi
politeknik perkapalan negeri surabaya,teknik pengelasan,999.0,teknik pengelasan
politeknik perkapalan negeri surabaya,teknik perancangan dan konstruksi kapal,999.0,teknik perancangan dan konstruksi kapal
politeknik perkapalan negeri surabaya,teknik perpipaan,999.0,teknik perpipaan
politeknik negeri banjarmasin,teknik bangunan rawa,999.0,teknik bangunan rawa
politeknik negeri banjarmasin,teknik mesin,999.0,teknik mesin
politeknik negeri banjarmasin,teknik sipil,999.0,teknik sipil
politeknik negeri malang,teknik elektronika,999.0,teknik elektronika
politeknik negeri malang,teknik listrik,999.0,teknik listrik
politeknik adiguna maritim indonesia medan,teknika,999.0,teknika
universitas sang bumi ruwa jurai,rekayasa teknik sipil,999.0,rekayasa teknik sipil
universitas sang bumi ruwa jurai,teknik mesin,999.0,teknik mesin
universitas baturaja,teknik lingkungan,999.0,teknik lingkungan
universitas krisnadwipayana,teknik industri,999.0,teknik industri
universitas muhammadiyah jakarta,teknik mesin,999.0,teknik mesin
universitas nasional,teknik mesin,999.0,teknik mesin
institut teknologi calvin,teknik elektro,999.0,teknik elektro
institut teknologi calvin,teknik kimia,999.0,teknik kimia
institut teknologi calvin,teknik sipil,999.0,teknik sipil
universitas proklamasi 45,teknik mesin,999.0,teknik mesin
universitas proklamasi 45,teknik perminyakan,999.0,teknik perminyakan
universitas muhammadiyah yogyakarta,teknik sipil,16.0,teknik sipil
sekolah tinggi teknologi kedirgantaraan,aeronautika,999.0,aeronautika
sekolah tinggi maritim yogyakarta,permesinan kapal,999.0,permesinan kapal
universitas nahdlatul ulama surakarta,teknik mesin,999.0,teknik mesin
universitas muhammadiyah pekajangan pekalongan,teknik elektronika,999.0,teknik elektronika
politeknik bina trada semarang,teknik elektro medik,999.0,teknik elektro medik
universitas 17 agustus 1945 surabaya,teknologi manufaktur,999.0,teknologi manufaktur
universitas katolik darma cendika,teknik industri,999.0,teknik industri
universitas merdeka madiun,teknik sipil,999.0,teknik sipil
universitas nahdlatul ulama sidoarjo,teknik industri,999.0,teknik industri
universitas nahdlatul ulama sidoarjo,teknik kimia,999.0,teknik kimia
universitas kahuripan kediri,teknik elektro,999.0,teknik elektro
politeknik unisma malang,teknik listrik,999.0,teknik listrik
politeknik unisma malang,teknik mesin,999.0,teknik mesin
universitas muhammadiyah makassar,teknik pengairan,999.0,teknik pengairan
universitas maritim raja ali haji,teknik elektro,999.0,teknik elektro
sekolah tinggi teknologi bontang,teknik elektro,999.0,teknik elektro
universitas nusa nipa,teknik sipil,999.0,teknik sipil
universitas islam negeri sunan gunung djati bandung,teknik elektro,999.0,teknik elektro
sekolah tinggi ilmu tarbiyah alkhairiyah citangkil cilegon,pendidikan agama islam,999.0,pendidikan agama islam
universitas teknologi mataram,manajemen administrasi,999.0,manajemen administrasi
sekolah tinggi keguruan dan ilmu pendidikan citra bakti,pendidikan jasmani,999.0,pendidikan jasmani
universitas nusa nipa,ilmu komunikasi,999.0,ilmu komunikasi
universitas nusa nipa,arsitektur,999.0,arsitektur
universitas hasanuddin,agribisnis,11.0,agribisnis
politeknik negeri jakarta,teknik konversi energi,999.0,teknik konversi energi
universitas yapis papua,ilmu hukum,999.0,ilmu hukum
iain ternate,pendidikan islam anak usia dini,999.0,pendidikan islam anak usia dini
sekolah tinggi ilmu shuffah alquran abdullah bin masud online lampung selatan,ilmu alquran dan tafsir,999.0,ilmu alquran dan tafsir
universitas bakti indonesia,pendidikan guru sekolah dasar,999.0,pendidikan guru sekolah dasar
universitas teknologi mataram,teknik komputer,999.0,teknik komputer
akademi komunitas perkebunan yogyakarta,pembibitan kelapa sawit,999.0,pembibitan kelapa sawit
politeknik api yogyakarta,akuntansi perpajakan,999.0,akuntansi perpajakan
universitas negeri jakarta,teknik mesin,999.0,teknik mesin
institut agama islam nusantara batang hari,perbankan syariah,999.0,perbankan syariah
institut agama islam sumbar,pendidikan agama islam,999.0,pendidikan agama islam
iain sultan amai gorontalo,hukum pidana islam,999.0,hukum pidana islam
sekolah tinggi ilmu tarbiyah togo ambarsari bondowoso jawa timur,pendidikan agama islam,999.0,pendidikan agama islam
stit hamzah alfansuri sibolga barus tapanuli tengah,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
universitas pesantren tinggi darul ulum,hukum keluarga,999.0,hukum keluarga
universitas nahdlatul ulama kalimantan selatan,pendidikan guru sekolah dasar,999.0,pendidikan guru sekolah dasar
sekolah tinggi ilmu tarbiyah qurrota ayun,manajemen pendidikan islam,999.0,manajemen pendidikan islam
sekolah tinggi ilmu ekonomi st pignatelli,akuntansi,999.0,akuntansi
universitas pawyatan daha,teknik mesin,999.0,teknik mesin
politeknik transportasi darat bali,teknologi otomotif,999.0,teknologi otomotif
universitas sains dan teknologi jayapura,ilmu hubungan internasional,999.0,ilmu hubungan internasional
universitas bina insan,agroteknologi,999.0,agroteknologi
universitas diponegoro,teknik geologi,8.0,teknik geologi
universitas negeri makassar,tata boga,999.0,tata boga
universitas sumatera utara,psikologi,14.0,psikologi
stit alurwatul wutsqo jombang,pendidikan agama islam,999.0,pendidikan agama islam
sekolah tinggi ilmu ekonomi bpkp,akuntansi,999.0,akuntansi
stit nurul hikmah cianjur,pendidikan agama islam,999.0,pendidikan agama islam
institut bisnis dan teknologi indonesia,teknik informatika,999.0,teknik informatika
universitas dharmas indonesia padang,teknik informatika,999.0,teknik informatika
universitas muhammadiyah sidoarjo,pendidikan teknologi informasi,999.0,pendidikan teknologi informasi
universitas mandiri bina prestasi,teknik informatika,999.0,teknik informatika
sekolah tinggi pastoral kateketik santo yohanes rasul jayapura,pendidikan keagamaan katolik,999.0,pendidikan keagamaan katolik
universitas singaperbangsa karawang,pendidikan masyarakat,999.0,pendidikan masyarakat
universitas muhammadiyah malang,peternakan,999.0,peternakan
akademi kebidanan mitra sehat sidoarjo,kebidanan,999.0,kebidanan
akademi kebidanan nusantara indonesia lubuklinggau,kebidanan,999.0,kebidanan
akademi keperawatan rsp tniau jakarta,keperawatan,999.0,keperawatan
akademi keperawatan rumkit tingkat iii manado,keperawatan,999.0,keperawatan
institut kesehatan dan bisnis surabaya,ilmu gizi,999.0,ilmu gizi
politeknik bina husada kendari,kesehatan gigi,999.0,kesehatan gigi
politeknik katolik mangunwijaya,farmasi,999.0,farmasi
sekolah tinggi ilmu kesehatan bhakti pertiwi indonesia,kebidanan,999.0,kebidanan
sekolah tinggi ilmu kesehatan eka harap,ilmu keperawatan,999.0,ilmu keperawatan
sekolah tinggi ilmu kesehatan fatmawati,keperawatan,999.0,keperawatan
sekolah tinggi ilmu kesehatan harkausyar,farmasi,999.0,farmasi
sekolah tinggi ilmu kesehatan harapan ibu jambi,farmasi,999.0,farmasi
sekolah tinggi ilmu kesehatan papua,kesehatan masyarakat,999.0,kesehatan masyarakat
sekolah tinggi ilmu kesehatan payung negeri,kebidanan,999.0,kebidanan
sekolah tinggi ilmu kesehatan yogyakarta,kebidanan,999.0,kebidanan
stikes kusuma bangsa,farmasi,999.0,farmasi
universitas abulyatama,kebidanan,999.0,kebidanan
universitas andalas,farmasi,24.0,farmasi
universitas aufa royhan,kebidanan,999.0,kebidanan
universitas citra bangsa,keperawatan,999.0,keperawatan
universitas imelda medan,manajemen informasi kesehatan,999.0,manajemen informasi kesehatan
universitas islam negeri alauddin makassar,pendidikan dokter,999.0,pendidikan dokter
universitas muhammadiyah surakarta,farmasi,999.0,farmasi
universitas nahdlatul wathan mataram,kebidanan,999.0,kebidanan
universitas pasundan,kedokteran,999.0,kedokteran
universitas samawa,keperawatan,999.0,keperawatan
universitas widya husada semarang,refraksi optisi,999.0,refraksi optisi
universitas muhammadiyah bandung,pendidikan agama islam,999.0,pendidikan agama islam
universitas muhammadiyah bandung,hukum keluarga islam,999.0,hukum keluarga islam
sekolah tinggi teologi saat,teologi,999.0,teologi
stp dian mandala gunung sitoli nias keuskupan sibolga,pendidikan keagamaan katolik,999.0,pendidikan keagamaan katolik
institut agama islam an nur lampung,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
ikip pgri pontianak,pendidikan biologi,999.0,pendidikan biologi
stkip kie raha,pendidikan fisika,999.0,pendidikan fisika
universitas sains dan teknologi jayapura,akuntansi,999.0,akuntansi
universitas negeri gorontalo,ilmu hukum,999.0,ilmu hukum
institut teknologi kalimantan,arsitektur,999.0,arsitektur
universitas prisma,teknik sipil,999.0,teknik sipil
institut teknologi telkom purwokerto,sains data,999.0,sains data
sekolah tinggi agama islam negeri mandailing natal,ilmu hadits,999.0,ilmu hadits
institut agama islam as siddiq kie raha maluku utara,ekonomi syariah,999.0,ekonomi syariah
institut agama kristen negeri manado,psikologi kristen,999.0,psikologi kristen
sekolah tinggi ilmu teknik trisula,arsitektur,999.0,arsitektur
institut teknologi dan bisnis stikom bali,teknologi informasi,999.0,teknologi informasi
institut teknologi telkom purwokerto,teknik biomedis,999.0,teknik biomedis
universitas muhammadiyah bandung,agribisnis,999.0,agribisnis
universitas islam negeri kiai haji achmad siddiq jember,sejarah dan peradaban islam,999.0,sejarah dan peradaban islam
universitas nahdlatul ulama kalimantan selatan,teknik arsitektur,999.0,teknik arsitektur
sekolah tinggi keguruan dan ilmu pendidikan rosalia lampung,pendidikan olahraga,999.0,pendidikan olahraga
stai ddi pangkep,pendidikan islam anak usia dini,999.0,pendidikan islam anak usia dini
sekolah tinggi agama islam sabilul muttaqqin mojokerto jawa timur,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
iain langsa,manajemen zakat dan wakaf,999.0,manajemen zakat dan wakaf
universitas trisakti,desain produk,18.0,desain produk
politeknik transportasi darat bali,manajemen transportasi jalan,999.0,manajemen transportasi jalan
sekolah tinggi teologi paulus medan,teologi,999.0,teologi
sekolah tinggi agama islam baturaja,ekonomi syariah,999.0,ekonomi syariah
stai darul arqam muhammadiyah garut,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
sekolah tinggi agama kristen teruna bhakti,teologi,999.0,teologi
sekolah tinggi keguruan dan ilmu pendidikan citra bakti,pendidikan guru sekolah dasar,999.0,pendidikan guru sekolah dasar
universitas indonesia maju,kesehatan dan keselamatan kerja,999.0,kesehatan dan keselamatan kerja
universitas indonesia maju,manajemen informasi kesehatan,999.0,manajemen informasi kesehatan
sekolah tinggi ilmu kesehatan katolik st vincentus a paulo surabaya,administrasi rumah sakit,999.0,administrasi rumah sakit
sekolah tinggi pastoral reinha larantuka,pendidikan keagamaan katolik,999.0,pendidikan keagamaan katolik
sekolah tinggi teologi borneo,teologi,999.0,teologi
stai ddi maros,hukum keluarga islam,999.0,hukum keluarga islam
sekolah tinggi pastoral kateketik st benediktus,pendidikan keagamaan katolik,999.0,pendidikan keagamaan katolik
universitas sebelas maret,kriya seni,13.0,kriya seni
universitas sam ratulangi,ilmu pemerintahan,999.0,ilmu pemerintahan
universitas lambung mangkurat,manajemen sumber daya perairan,999.0,manajemen sumber daya perairan
politeknik penerbangan jayapura,teknik listrik bandara,999.0,teknik listrik bandara
universitas bakti indonesia,sistem informasi,999.0,sistem informasi
universitas teknologi mataram,sekretari,999.0,sekretari
sekolah tinggi teknologi warga surakarta,teknik elektronika,999.0,teknik elektronika
universitas pgri mahadewa indonesia,teknik informatika,999.0,teknik informatika
institut agama islam nahdlatul ulama tuban,manajemen dakwah,999.0,manajemen dakwah
universitas muhammadiyah sumatera utara,teknologi informasi,999.0,teknologi informasi
sekolah tinggi ilmu syariah wal aqidah ashshofa manonjaya,hukum keluarga,999.0,hukum keluarga
institut agama islam as siddiq kie raha maluku utara,perbankan syariah,999.0,perbankan syariah
sekolah tinggi ekonomi bisnis islam syariah bina mandiri cileungsu bogor,akuntansi syariah,999.0,akuntansi syariah
universitas mandiri bina prestasi,teknik informatika,999.0,teknik informatika
universitas mandiri bina prestasi,manajemen informatika,999.0,manajemen informatika
sekolah tinggi pastoralyayasan institut pastoral indonesia malang,pendidikan keagamaan katolik,999.0,pendidikan keagamaan katolik
sekolah tinggi ilmu hukum caritas papua,ilmu hukum,999.0,ilmu hukum
universitas satu nusa lampung,sistem informasi,999.0,sistem informasi
universitas satu nusa lampung,informatika,999.0,informatika
universitas satu nusa lampung,akuntansi,999.0,akuntansi
universitas satu nusa lampung,manajemen,999.0,manajemen
stai bani saleh bekasi,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
universitas sains alqur an,pgmi,999.0,pgmi
sekolah tinggi teknologi cahaya surya,teknik informatika,999.0,teknik informatika
sekolah tinggi ilmu kesehatan kesdam iv diponegoro,keperawatan,999.0,keperawatan
universitas islam 45,manajemen administrasi,999.0,manajemen administrasi
universitas widya gama,keuangan dan perbankan,999.0,keuangan dan perbankan
sekolah tinggi agama kristen negeri kupang,musik gereja,999.0,musik gereja
universitas tridinanti,teknik elektro,999.0,teknik elektro
universitas halu oleo,ilmu pemerintahan,999.0,ilmu pemerintahan
sekolah tinggi ilmu ekonomi bina karya,akuntansi,999.0,akuntansi
sekolah tinggi ilmu ekonomi ganesha,akuntansi,999.0,akuntansi
institut agama islam darul dawah wal irsyad polewali mandar,pendidikan islam anak usia dini,999.0,pendidikan islam anak usia dini
universitas widya dharma,teknik informatika,999.0,teknik informatika
universitas pramita indonesia,teknik mesin,999.0,teknik mesin
universitas nahdlatul ulama yogyakarta,studi islam interdisipliner,999.0,studi islam interdisipliner
universitas iskandar muda,teknik mesin,999.0,teknik mesin
universitas islam alihya kuningan,pendidikan jasmani,999.0,pendidikan jasmani
universitas iqra buru,pendidikan matematika,999.0,pendidikan matematika
universitas pramita indonesia,teknik elektro,999.0,teknik elektro
sekolah tinggi ilmu komputer poltek cirebon,sistem informasi,999.0,sistem informasi
sekolah tinggi ilmu hukum gunung jati,ilmu hukum,999.0,ilmu hukum
akademi kimia analis caraka nusantara,analis kimia,999.0,analis kimia
universitas ubudiyah indonesia,manajemen,999.0,manajemen
sekolah tinggi manajemen risiko dan asuransi,manajemen,999.0,manajemen
institut agama islam dar aswaja rokan hilir,pendidikan agama islam,999.0,pendidikan agama islam
sekolah tinggi agama islam darul hikmah,pendidikan agama islam,999.0,pendidikan agama islam
stai miftahul huda pamanukan subang,hukum keluarga,999.0,hukum keluarga
sekolah tinggi desain interstudi,desain interior,999.0,desain interior
institut agama islam muhammad azim jambi,pendidikan islam anak usia dini,999.0,pendidikan islam anak usia dini
universitas pgri palangka raya,ilmu hukum,999.0,ilmu hukum
universitas stikubank,teknik industri,999.0,teknik industri
sekolah tinggi ilmu ekonomi kalpataru,manajemen,999.0,manajemen
universitas insan cendekia mandiri,teknologi hasil pertanian,999.0,teknologi hasil pertanian
sekolah tinggi ilmu administrasi said perintah,ilmu administrasi negara,999.0,ilmu administrasi negara
universitas tama jagakarsa,akuntansi,999.0,akuntansi
akademi pariwisata pertiwi,pengelolaan perhotelan,999.0,pengelolaan perhotelan
sekolah tinggi agama islam ypi al ikhlas painan,pendidikan agama islam,999.0,pendidikan agama islam
sekolah tinggi manajemen informatika dan komputer im,sistem informasi,999.0,sistem informasi
stp don bosco tomohon,pendidikan dan pengajaran agama katolik,999.0,pendidikan dan pengajaran agama katolik
stai nahdlatul ulama malang,manajemen pendidikan islam,999.0,manajemen pendidikan islam
universitas soerjo,teknik mesin,999.0,teknik mesin
stmik sinar nusantara,teknologi informasi,999.0,teknologi informasi
institut agama islam negeri sorong,tadris bahasa inggris,999.0,tadris bahasa inggris
sekolah tinggi teologi sangkakala,teologi,999.0,teologi
institut sains dan teknologi nasional jakarta,teknik industri,999.0,teknik industri
stit muhammadiyah kendal,pendidikan agama islam,999.0,pendidikan agama islam
universitas sulawesi tenggara,teknologi hasil pertanian,999.0,teknologi hasil pertanian
politeknik tedc,teknik mesin,999.0,teknik mesin
stai alwashliyah banda aceh,hukum ekonomi syariah,999.0,hukum ekonomi syariah
stai yapis takalar,pendidikan agama islam,999.0,pendidikan agama islam
stit alaziziyah kapek gunungsari lombok barat nusa tenggara,pendidikan agama islam,999.0,pendidikan agama islam
universitas merdeka ponorogo,ilmu administrasi negara,999.0,ilmu administrasi negara
universitas muhammadiyah malang,hukum,999.0,hukum
universitas islam negeri kiai haji achmad siddiq jember,manajemen dakwah,999.0,manajemen dakwah
institut agama islam alhikmah tuban,ekonomi syariah,999.0,ekonomi syariah
stai istiqlal buleleng bali,pendidikan agama islam,999.0,pendidikan agama islam
